topic_id,subject,topic_name,monte_carlo_prob,nptel_heat_score,prof_bias_score
269,CS - Databases,"Transactions and Concurrency Control - 2PL, Timestamp Ordering, and Serializability",0.06487775641365104,0.0,0.0
270,CS - Computer Organization and Architecture,Memory Hierarchy - Memory Bandwidth Calculation,0.07298604924561768,0.0,0.0
271,CS - Computer Networks,Network Layer - Subnetting and Classless Inter-Domain Routing (CIDR),0.048629636577785254,0.017608217168011742,0.0
272,CS - Computer Organization and Architecture,Pipelining - Data Hazards (Anti-dependence),0.07298604924561768,0.0,0.0
273,GA - Quantitative Aptitude,Permutations and Combinations - Number Formation and Divisibility Rules,0.03920341122283779,0.0,0.0
274,CS - Compiler Design,Symbol Table Management - Properties and Lifecycle,0.03243828900977912,0.0,0.0
275,CS - Programming and Data Structures,"Algorithm Analysis - Loop Analysis, Logarithms",0.10545683565696502,0.0,0.0
276,CS - Theory of Computation,Turing Machines and Computability - Computable Functions and Recursive Languages,0.07299755658574755,0.0,0.0
277,CS - Databases,Relational Model - Relational Algebra and Query Result Size Estimation,0.06487775641365104,0.0,0.0
278,CS - Computer Networks,Flow Control - Stop-and-Wait ARQ Throughput,0.048629636577785254,0.0,0.0
279,CS - Operating Systems,Deadlocks - Deadlock Conditions,0.04582733690366641,0.005869405722670581,0.0
280,CS - Digital Logic,Sequential Circuits - Flip-Flop Excitation Tables and Circuit Design,0.04861885724656857,0.05502567865003668,0.0
281,CS - Engineering Mathematics,Linear Algebra - Rank-Nullity Theorem,0.1054223297135872,0.0,0.0
282,GA - Verbal Ability,Critical Reasoning - Inference,0.02685821019834579,0.0,0.0
283,CS - Computer Organization and Architecture,Instruction Set Architecture - Instruction Encoding and Memory Alignment,0.07298604924561768,0.0,0.0
284,CS - Computer Organization and Architecture,Memory Hierarchy - Set-Associative Cache Address Translation,0.07298604924561768,0.05319148936170212,0.0
285,CS - Databases,Transactions and Concurrency Control - Conflict Serializability and Recoverability of Schedules,0.06487775641365104,0.0,0.0
286,GA - Verbal Ability,Vocabulary - Synonyms and Antonyms,0.02685821019834579,0.0,0.0
287,CS - Algorithms,Asymptotic Analysis - Recurrence Relations from Flowcharts,0.056817630978816445,0.009847228760088046,0.0
288,CS - Theory of Computation,Undecidability - Undecidable Problems,0.07299755658574755,0.08070432868672048,0.0
289,DA - Linear Algebra,Vector Spaces - Subspace Identification,0.004406859254495474,0.0,0.0
290,CS - Engineering Mathematics,Calculus - Integration by Parts,0.1054223297135872,0.0,0.0
291,GA - Analytical Aptitude,Data Sufficiency - Quantitative Reasoning,0.017616999084000946,0.0,0.0
292,CS - Computer Organization and Architecture,CPU Datapath and Control - Instruction Execution Cycle,0.07298604924561768,0.0,0.0
293,CS - Algorithms,Algorithm Analysis - Time Complexity of Binary Search,0.056817630978816445,0.0,0.0
294,General Aptitude,Numerical Ability - Number Series (Geometric Progression),0.12170366001303264,0.0,0.0
295,DA - Probability and Statistics,Random Variables - Covariance,0.008368046624628868,0.0,0.0
296,DA - Calculus,Differential Calculus - Rules of Differentiation,0.00352253587875968,0.0,0.0
297,CS - Databases,"Normalization - Normal Forms (1NF, 2NF, 3NF)",0.06487775641365104,0.0,0.0
298,CS - Computer Networks,Data Link Layer - CSMA/CD,0.048629636577785254,0.0,0.0
299,DA - Programming,Recursion - Tree Traversal using Recursion,0.0008777208061861666,0.0,0.0
300,DA - Data Structures,Hashing - Linear Probing,0.0022064146551626714,0.009231776962582544,0.0
301,CS - Compiler Design,Syntax Analysis - FIRST and FOLLOW sets,0.03243828900977912,0.0030051357300073375,0.0
302,CS - Programming and Data Structures,Programming in C - Pointer Arithmetic and Array Indexing,0.10545683565696502,0.12173440939104917,0.0
303,GA - Quantitative Aptitude,Number Systems - Perfect Cubes and Prime Factorization,0.03920341122283779,0.0,0.0
304,CS - Programming and Data Structures,Hashing - Load Factor,0.10545683565696502,0.0262949376375642,0.0
305,CS - Theory of Computation,Context-Free Languages - Closure Properties,0.07299755658574755,0.0,0.0
306,CS - Computer Networks,Network Layer - Longest Prefix Match,0.048629636577785254,0.0,0.0
307,CS - Computer Networks,Data Link Layer - Error Detection (Cyclic Redundancy Check),0.048629636577785254,0.0,0.0
308,CS - Theory of Computation,Finite Automata and Regular Languages - Regular Expression to NFA Conversion,0.07299755658574755,0.0,0.0
309,CS - Operating Systems,Process Synchronization - Race Condition,0.04582733690366641,0.0,0.0
310,GA - Verbal Ability,Vocabulary - Analogy,0.02685821019834579,0.0,0.0
311,CS - Engineering Mathematics,Discrete Mathematics - Number Theory,0.1054223297135872,0.07189483433602348,0.0
312,CS - Algorithms,Asymptotic Analysis - Asymptotic Notations,0.056817630978816445,0.0,0.0
313,DA - Databases,Data Warehousing and Mining - OLAP and CUBE operator,0.0026465337442448454,0.0,0.0
314,CS - Programming and Data Structures,Linked Lists - Complexity of Insertion into a Sorted Linked List,0.10545683565696502,0.1057807776962583,0.0
315,GA - Quantitative Aptitude,Mensuration - Surface Area of Cubes,0.03920341122283779,0.0,0.0
316,CS - Engineering Mathematics,"Mathematical Logic - First-Order Logic, Models",0.1054223297135872,0.0,0.0
317,GA - Quantitative Aptitude,Sequences and Series - Arithmetic Progression,0.03920341122283779,0.0,0.0
318,DA - Calculus,Limits - L'Hôpital's Rule,0.00352253587875968,0.0,0.0
319,CS - Computer Organization and Architecture,Memory Hierarchy - RAM Chip Organization,0.07298604924561768,0.0,0.0
320,CS - Programming and Data Structures,Programming in C - Recursion,0.10545683565696502,0.0229470286133529,0.0
321,DA - Machine Learning,Deep Learning - Activation Functions,0.0066121157200683895,0.0,0.0
322,CS - Engineering Mathematics,Discrete Mathematics - Partial Orders (Topological Sort),0.1054223297135872,0.0,0.0
323,CS - Programming and Data Structures,Trees - Range Queries in Balanced Binary Search Trees,0.10545683565696502,0.0,0.0
324,DA - Databases,Relational Algebra - Set Operations and Relational Integrity,0.0026465337442448454,0.0,0.0
325,CS - Programming and Data Structures,Programming in C - Static Variables and for loop execution sequence,0.10545683565696502,0.0030051357300073375,0.0
326,CS - Engineering Mathematics,"Discrete Mathematics - Graph Theory (Topological Sort, DFS, SCC, Cycles)",0.1054223297135872,0.0030051357300073375,0.0
327,CS - Engineering Mathematics,Calculus - Limits and L'Hôpital's Rule,0.1054223297135872,0.0,0.0
328,General Aptitude,Verbal Ability - Reading Comprehension,0.12170366001303264,0.0,0.0
329,CS - Operating Systems,Memory Management - Paging and Translation Lookaside Buffer (TLB),0.04582733690366641,0.0,0.0
330,CS - Algorithms,Asymptotic Analysis - Solving Recurrence Relations (Akra-Bazzi method or Recursion Tree),0.056817630978816445,0.4071958914159942,0.0
331,CS - Compiler Design,Syntax Analysis - SLR Parsing,0.03243828900977912,0.014086573734409394,0.0
332,CS - Data Structures,Trees - Binary Search Tree Insertion Complexity,0.004849599702058917,0.0,0.0
333,CS - Computer Networks,Network Layer - IP Header,0.048629636577785254,0.009015407190022012,0.0
334,CS - Digital Logic,Boolean Algebra and Logic Gates - Boolean Expression Simplification and Complementation (De Morgan's Law),0.04861885724656857,0.0,0.0
335,CS - Theory of Computation,Finite Automata and Regular Languages - DFA to Regular Expression Conversion,0.07299755658574755,0.0,0.0
336,CS - Programming and Data Structures,"Data Structures - Heaps, Combinatorics",0.10545683565696502,0.08077804842259725,0.0
337,CS - Computer Networks,Flow Control - Stop-and-Wait Protocol Efficiency,0.048629636577785254,0.0,0.0
338,CS - Databases,Transactions and Concurrency Control - Conflict Equivalence and Serializability,0.06487775641365104,0.0,0.0
339,CS - Engineering Mathematics,Discrete Mathematics - Combinatorics and Binomial Identities,0.1054223297135872,0.04044020542920029,0.0
340,CS - Engineering Mathematics,Mathematical Logic - First-Order Logic and Quantifiers,0.1054223297135872,0.07308490095377845,0.0
341,CS - Programming and Data Structures,Data Structures - Stacks and Queues,0.10545683565696502,0.17731474688187826,0.0
342,GA - Spatial Aptitude,Transformations - Rotation and Reflection,0.008808261396316252,0.0,0.0
343,CS - Theory of Computation,Context-Free Languages - Pushdown Automata,0.07299755658574755,0.0,0.0
344,CS - Data Structures,Trees - Properties of Full Binary Trees,0.004849599702058917,0.0,0.0
345,CS - Operating System,Memory Management - Effective Memory Access Time with Paging and TLB,0.08113754992326849,0.0,0.0
346,CS - Digital Logic,Computer Arithmetic - 2's Complement and Overflow,0.04861885724656857,0.030517975055025678,0.0
347,DA - Machine Learning,Probabilistic Graphical Models - Inference Algorithms in Bayesian Networks,0.0066121157200683895,0.0,0.0
348,CS - Engineering Mathematics,Calculus - Properties of Definite Integrals,0.1054223297135872,0.0,0.0
349,CS - Engineering Mathematics,Probability - Bayes' Theorem,0.1054223297135872,0.0,0.0
350,CS - Compiler Design,Syntax Analysis - Operator Precedence and Associativity,0.03243828900977912,0.0015386294937637572,0.0
351,CS - Databases,Relational Model - Tuple Relational Calculus,0.06487775641365104,0.0,0.0
352,CS - Theory of Computation,Regular Expressions and Finite Automata - Regular Expressions for Number Properties,0.07299755658574755,0.012309035950110058,0.0
353,CS - Computer Organization and Architecture,CPU Design - Micro-operations / Interrupts,0.07298604924561768,0.0,0.0
354,CS - Operating Systems,Process Synchronization - Lamport's Bakery Algorithm,0.04582733690366641,0.0,0.0
355,CS - Algorithms,Algorithm Design Techniques - Maximum Subarray Sum (Kadane's Algorithm),0.056817630978816445,0.0,0.0
356,CS - Algorithms,Searching Algorithms - Search in a Bitonic Array,0.056817630978816445,0.0,0.0
357,GA - Quantitative Aptitude,Data Interpretation - Bar Charts and Percentage Change,0.03920341122283779,0.0,0.0
358,CS - Engineering Mathematics,Probability and Statistics - Expected Value on Trees,0.1054223297135872,0.0,0.0
359,CS - Programming and Data Structures,Heaps - Properties of Min-Heaps,0.10545683565696502,0.0,0.0
360,CS - Digital Logic,Combinational Circuits - Adders and Propagation Delay,0.04861885724656857,0.0,0.0
361,DA - Probability and Statistics,Probabilistic Graphical Models - Bayesian Networks and Conditional Independence,0.008368046624628868,0.0,0.0
362,DA - Databases,Relational Algebra - Division Operator,0.0026465337442448454,0.0,0.0
363,CS - Compiler Design,"Syntax Analysis - Parse Trees, Operator Precedence and Associativity",0.03243828900977912,0.003756419662509171,0.0
364,CS - Operating Systems,Process Synchronization - Critical Section Problem,0.04582733690366641,0.0,0.0
365,GA - Quantitative Aptitude,Probability - Set Theory and Probability,0.03920341122283779,0.0,0.0
366,CS - Operating Systems,CPU Scheduling - Scheduling Algorithms Comparison,0.04582733690366641,0.0,0.0
367,DA - Algorithms,Recurrence Relations - Binary Search,0.0035214591728229662,0.0,0.0
368,CS - Databases,"SQL - Joins (Inner, Outer)",0.06487775641365104,0.0,0.0
369,CS - Digital Logic,Boolean Algebra - Canonical Forms (SOP and POS),0.04861885724656857,0.0,0.0
370,DA - Calculus,Limits - Limits at Infinity,0.00352253587875968,0.0,0.0
371,DA - Probability and Statistics,Probability Theory - Complementary Events,0.008368046624628868,0.0,0.0
372,CS - Engineering Mathematics,Graph Theory - Self-Complementary Graphs,0.1054223297135872,0.0,0.0
373,DA - Algorithms,Sorting Algorithms - Analysis of Sorting Passes,0.0035214591728229662,0.0,0.0
374,CS - Theory of Computation,Regular and Context-Free Languages - Language Classification (Chomsky Hierarchy),0.07299755658574755,0.0,0.5141062225873724
375,CS - Operating Systems,Deadlocks - Resource Allocation Graph,0.04582733690366641,0.0012309035950110057,0.0
376,CS - Compiler Design,Intermediate Code Generation - Three-Address Code,0.03243828900977912,0.0,0.0
377,CS - Engineering Mathematics,Probability - Conditional Probability and Random Variables,0.1054223297135872,0.0,0.0
378,CS - Operating Systems,Deadlocks - Deadlock Prevention,0.04582733690366641,0.003756419662509171,0.0
379,CS - Engineering Mathematics,Discrete Mathematics - Graph Theory (Adjacency Matrix),0.1054223297135872,0.005869405722670581,0.0
456,CS - Operating System,"Deadlock - Deadlock, Livelock, and Starvation",0.08113754992326849,0.001923286867204696,0.0
380,CS - Engineering Mathematics,Linear Algebra - Vector Spaces over Finite Fields and Probability,0.1054223297135872,0.0,0.0
381,DA - Probability and Statistics,Data Preprocessing - Z-score Normalization,0.008368046624628868,0.0,0.0
382,CS - Databases,SQL and Relational Algebra - Equivalence of Operators,0.06487775641365104,0.009391049156272929,0.0
383,CS - Digital Logic,Boolean Algebra - Properties of Boolean Functions (Majority Function),0.04861885724656857,0.0,0.0
384,GA - Quantitative Aptitude,Percentages - Data Interpretation,0.03920341122283779,0.0,0.0
385,CS - Software Engineering,Software Testing - Code Inspection and Walkthrough,0.0070455287321587266,0.0,0.0
386,CS - Computer Networks,Error Detection and Correction - Cyclic Redundancy Check (CRC),0.048629636577785254,0.0,0.0
387,CS - Computer Organization and Architecture,Memory System - Address Bus Calculation,0.07298604924561768,0.0,0.0
388,CS - Databases,SQL - SQL Queries with Subqueries and Aggregation,0.06487775641365104,0.0,0.0
389,CS - Digital Logic,Number Systems and Representations - 2's Complement Representation,0.04861885724656857,0.013710931768158477,0.0
390,CS - Algorithms,Asymptotic Analysis - Growth Rates of Functions,0.056817630978816445,0.0,0.0
391,CS - Computer Organization and Architecture,Memory Hierarchy - Address Decoding,0.07298604924561768,0.0,0.0
392,CS - Operating Systems,Memory Management - Memory Management Unit (MMU),0.04582733690366641,0.0,0.0
393,CS - Operating Systems,File Systems - Caching and Performance,0.04582733690366641,0.0,0.0
394,GA - Verbal Ability,Vocabulary - Synonyms,0.02685821019834579,0.0,0.0
395,DA - Programming and Algorithms,Algorithm Analysis - Pseudocode Tracing,0.0017651122503230532,0.0,0.0
396,CS - Engineering Mathematics,Probability - Independent Events,0.1054223297135872,0.0,0.0
397,CS - Compiler Design,"Phases of a Compiler - Symbol Table, Runtime Environments, and Semantic Analysis",0.03243828900977912,0.0,0.0
398,CS - Operating Systems,Process Management - Process State Transitions,0.04582733690366641,0.0,0.0
399,CS - Operating Systems,Process Synchronization - Semaphores and Deadlock,0.04582733690366641,0.0,0.0
400,CS - Data Structures,Hashing - Double Hashing,0.004849599702058917,0.03550990462215701,0.0
401,CS - Databases,SQL - SELECT Query,0.06487775641365104,0.0,0.0
402,CS - Theory of Computation,Regular Expressions and Finite Automata - Properties of Regular and Undecidable Languages,0.07299755658574755,0.004615888481291272,0.0
403,CS - Algorithms,Sorting - Heap Sort Time Complexity Analysis,0.056817630978816445,0.0030051357300073375,0.0
404,DA - Data Structures and Algorithms,Hashing - Open Addressing Performance,0.0008108299451162656,0.0,0.0
405,CS - Computer Networks,Web Technologies - Service Oriented Architecture,0.048629636577785254,0.0,0.0
406,CS - Computer Organization and Architecture,Memory Hierarchy - Cache Coloring / Synonyms,0.07298604924561768,0.0,0.0
407,CS - Theory of Computation,Finite Automata - Distinguishable States,0.07299755658574755,0.0,0.0
408,CS - Engineering Mathematics,Discrete Mathematics - Graph Theory (Directed Spanning Trees),0.1054223297135872,0.00240410858400587,0.0
409,CS - Programming and Data Structures,Programming in C - Data Types and Implicit Conversion,0.10545683565696502,0.0015386294937637572,0.0
410,CS - Computer Organization and Architecture,Memory Hierarchy - Memory Interfacing and Address Decoding,0.07298604924561768,0.0,0.0
411,GA - Verbal Ability,English Grammar - Fill in the Blanks,0.02685821019834579,0.0,0.3899957739964244
412,CS - Digital Logic,Boolean Algebra - Boolean Operators,0.04861885724656857,0.0,0.0
413,CS - Computer Organization and Architecture,Instruction Set Architecture - Instruction Encoding,0.07298604924561768,0.0,0.0
414,CS - Programming and Data Structures,Programming in C - Static Variables and Scope,0.10545683565696502,0.0,0.0
415,CS - Engineering Mathematics,Mathematical Logic - Predicate Calculus and Validity,0.1054223297135872,0.14274394717534852,0.0
416,CS - Algorithms,Asymptotic Analysis - Solving Recurrence Relations,0.056817630978816445,0.6480387380777698,0.0
417,CS - Computer Networks,Flow Control - Selective Repeat ARQ and Utilization,0.048629636577785254,0.0,0.0
418,DA - Machine Learning,Supervised Learning - Linear Regression,0.0066121157200683895,0.0,0.24912293149336195
419,CS - Computer Networks,Application Layer - Domain Name System (DNS),0.048629636577785254,0.0,0.0
420,CS - Software Engineering,Software Testing - Cyclomatic Complexity,0.0070455287321587266,0.0,0.0
421,CS - Digital Logic,Boolean Algebra - K-Maps (Karnaugh Maps),0.04861885724656857,0.0,0.0
422,CS - Digital Logic,Boolean Algebra - Boolean Identities and Simplification,0.04861885724656857,0.0,0.0
423,CS - Computer Organization and Architecture,Pipelining - Pipeline Throughput,0.07298604924561768,0.0,0.0
424,CS - Theory of Computation,Finite Automata - NFA to DFA Conversion,0.07299755658574755,0.0,0.0
425,CS - Theory of Computation,Turing Machines and Undecidability - Undecidable Problems and Rice's Theorem,0.07299755658574755,0.0,0.0
426,GA - Verbal Ability,English Grammar - Articles,0.02685821019834579,0.0,0.3119966191971395
427,CS - Engineering Mathematics,Discrete Mathematics - Coding Theory and Hamming Distance,0.1054223297135872,0.02751283932501834,0.0
428,CS - Operating Systems,Processes and Threads - Thread Memory Model,0.04582733690366641,0.0,0.0
429,GA - Quantitative Aptitude,Data Interpretation - Matrix Reading,0.03920341122283779,0.0,0.0
430,CS - Programming and Data Structures,Programming in C - Recursion (Infinite Recursion),0.10545683565696502,0.011314336023477624,0.0
431,CS - Engineering Mathematics,Linear Algebra - System of Linear Equations,0.1054223297135872,0.0,0.0
432,CS - Digital Logic,Combinational Circuits - Multiplexers,0.04861885724656857,0.0,0.0
433,CS - Computer Networks,Routing Algorithms - Distance Vector vs Link State,0.048629636577785254,0.0,0.0
434,DA - Machine Learning,Deep Learning - Neural Network Equivalence,0.0066121157200683895,0.0,0.0
435,GA - Verbal Ability,English Grammar - Tenses and Adverbs,0.02685821019834579,0.0,0.06543043339425197
436,CS - Programming and Data Structures,Programming in C - Multi-dimensional Arrays,0.10545683565696502,0.00961643433602348,0.0
437,CS - Operating System,CPU Scheduling - Comparison of SJF and Round Robin Scheduling,0.08113754992326849,0.0,0.0
438,DA - Calculus,Differential Calculus - Local Extrema,0.00352253587875968,0.0,0.0
439,CS - Theory of Computation,Parsing - SLR Parsers and General CFG Parsing Complexity (CYK Algorithm),0.07299755658574755,0.02751283932501834,0.0
440,CS - Computer Organization and Architecture,I/O Organization - Direct Memory Access (DMA) and Cycle Stealing,0.07298604924561768,0.0,0.0
441,CS - Programming and Data Structures,Data Structures - Heaps and Time Complexity,0.10545683565696502,0.13222597212032286,0.0
442,CS - Compiler Design,Code Generation - Register Allocation (Sethi-Ullman algorithm),0.03243828900977912,0.0,0.0
443,GA - Quantitative Aptitude,Sequences and Series - Geometric Series,0.03920341122283779,0.0,0.0
444,CS - Programming and Data Structures,Stacks - Stack Operations,0.10545683565696502,0.0,0.0
445,CS - Computer Networks,Transport Layer - TCP Connection Establishment,0.048629636577785254,0.0,0.0
446,CS - Computer Networks,Network Layer - CIDR,0.048629636577785254,0.011269258987527514,0.0
447,CS - Engineering Mathematics,Linear Algebra - Eigenvalues and Trace,0.1054223297135872,0.0,0.0
448,CS - Computer Organization and Architecture,Cache Memory - Average Memory Access Time (AMAT),0.07298604924561768,0.0,0.0
449,CS - Software Engineering,Software Requirements - SRS Document,0.0070455287321587266,0.0,0.0
450,CS - Algorithms,Graph Algorithms - Minimum Spanning Trees (MST) Properties,0.056817630978816445,0.0,0.0
451,General Aptitude,Verbal Ability - Logical Deduction,0.12170366001303264,0.0,0.0
452,DA - Algorithms,Sorting Algorithms - Quicksort,0.0035214591728229662,0.00240410858400587,0.0
453,CS - Algorithms,Graph Algorithms - Uniqueness of Minimum Spanning Tree (MST),0.056817630978816445,0.0,0.0
454,CS - Theory of Computation,Undecidability - Decidable and Undecidable Problems,0.07299755658574755,0.06456346294937639,0.0
455,General Aptitude,Numerical Ability - Ratio and Proportion,0.12170366001303264,0.0,0.0
457,CS - Theory of Computation,Regular Languages - Regular Expressions and Set Operations,0.07299755658574755,0.10088041085840058,0.10042687037950919
458,GA - Spatial Aptitude,Geometry - Solid Geometry and Cross-sections,0.008808261396316252,0.0,0.0
459,GA - Quantitative Aptitude,Probability - Binomial Distribution,0.03920341122283779,0.0,0.0
460,CS - Digital Logic,Boolean Algebra - Logic Gates and Identities,0.04861885724656857,0.0,0.0
461,GA - Quantitative Aptitude,Data Interpretation - Pie Charts,0.03920341122283779,0.0,0.0
462,DA - Databases,Relational Model - Keys and Constraints,0.0026465337442448454,0.0,0.0
463,CS - Engineering Mathematics,Linear Algebra - Vectors and Geometry,0.1054223297135872,0.0,0.0
464,CS - Computer Networks,Congestion Control - Token Bucket Algorithm,0.048629636577785254,0.0,0.0
465,GA - Analytical Aptitude,Logical Reasoning - Statement and Course of Action,0.017616999084000946,0.0,0.0
466,CS - Theory of Computation,Finite Automata - DFA Construction and Minimization,0.07299755658574755,0.0,0.0
467,CS - Computer Networks,"Network Layer - Router Functionality, IP Fragmentation, and Routing Protocols",0.048629636577785254,0.0,0.0
468,CS - Databases,Database Design and Normalization - Functional Dependencies and Armstrong's Axioms,0.06487775641365104,0.0,0.0
469,General Aptitude,Numerical Ability - Spatial Aptitude,0.12170366001303264,0.0,0.0
470,CS - Programming and Data Structures,Hashing - Dynamic Hashing (Extendible Hashing variant),0.10545683565696502,0.03991195891415995,0.0
471,GA - Verbal Ability,Analogy - Word Intensity,0.02685821019834579,0.0,0.0
472,DA - Machine Learning,Deep Learning - Backpropagation,0.0066121157200683895,0.0,0.2078435297949917
473,CS - Computer Organization and Architecture,Instruction Set Architecture - C to Assembly Mapping,0.07298604924561768,0.0,0.0
474,CS - Engineering Mathematics,Discrete Mathematics - Graph Theory (Edge Coloring and Vizing's Theorem),0.1054223297135872,0.0015386294937637572,0.0
475,CS - Digital Logic,Boolean Algebra - Logic Gates and Minterm/Maxterm representations,0.04861885724656857,0.0,0.0
476,CS - Programming and Data Structures,Linked Lists - List Manipulation,0.10545683565696502,0.0030051357300073375,0.0
477,CS - Databases,Transaction Management - Cascading Rollback,0.06487775641365104,0.0,0.0
478,CS - Theory of Computation,Regular Languages - Intersection of Languages,0.07299755658574755,0.0,0.1445158517596203
479,GA - Spatial Aptitude,Visual Reasoning - Pattern Recognition,0.008808261396316252,0.0,0.0
480,CS - Theory of Computation,Context-Free Grammars - Chomsky Normal Form (CNF) Derivations,0.07299755658574755,0.011269258987527514,0.15923842440697739
481,DA - Artificial Intelligence,Search Algorithms - A* Search,0.0017576184229337092,0.0,0.4785811237716099
482,CS - Compiler Design,"Lexical Analysis - Regular Expressions, Longest Match Rule",0.03243828900977912,0.0,0.0
483,CS - Databases,Relational Database Design - Functional Dependencies,0.06487775641365104,0.0,0.0
484,GA - Quantitative Aptitude,Data Interpretation - Averages,0.03920341122283779,0.0,0.0
485,CS - Computer Networks,Physical and Data Link Layers - Transmission and Propagation Delay,0.048629636577785254,0.0,0.0
486,CS - Algorithms,Asymptotic Analysis - Solving Recurrence Relations (Master Theorem),0.056817630978816445,0.321910139398386,0.0
487,CS - Engineering Mathematics,Linear Algebra - Properties of Determinants,0.1054223297135872,0.0,0.0
488,CS - Operating Systems,Process Synchronization - Producer-Consumer Problem (Semaphores),0.04582733690366641,0.0,0.0
489,CS - Computer Networks,Network Layer and Data Link Layer - IP and MAC Addressing,0.048629636577785254,0.005769860601614088,0.0
490,GA - Quantitative Aptitude,Algebra - Quadratic Equations,0.03920341122283779,0.0,0.0
491,GA - Quantitative Aptitude,Probability - Total Probability Theorem,0.03920341122283779,0.0,0.0
492,CS - Digital Logic,Combinational Circuits - Implementing Boolean Functions using Multiplexers (MUX),0.04861885724656857,0.0,0.0
493,CS - Algorithms,Dynamic Programming / Greedy Algorithms - 0/1 Knapsack Problem,0.056817630978816445,0.0,0.0
494,CS - Theory of Computation,Finite Automata and Regular Languages - Properties of NFA and Regular Languages,0.07299755658574755,0.0,0.0
495,GA - Quantitative Aptitude,Mensuration - Volume and Surface Area,0.03920341122283779,0.0,0.0
496,DA - Probability and Statistics,Random Variables - Transformation of Random Variables,0.008368046624628868,0.0,0.0
497,CS - Operating Systems,Disk Management - Disk Access Time,0.04582733690366641,0.0,0.0
498,CS - Compiler Design,Syntax Directed Translation - S-Attributed Definitions,0.03243828900977912,0.007336757153338224,0.0
499,CS - Operating Systems,Memory Management - Page Replacement Algorithms (LRU),0.04582733690366641,0.0,0.0
500,CS - Compiler Design,Syntax Analysis - Parser Classification,0.03243828900977912,0.0,0.0
501,CS - Theory of Computation,Finite Automata - ε-NFA,0.07299755658574755,0.0,0.0
502,DA - Programming,Python - List Methods,0.0008777208061861666,0.0,0.0
503,CS - Theory of Computation,Context-Free Grammars - Language generated by a CFG,0.07299755658574755,0.022010271460014677,0.0
504,CS - Databases,Relational Calculus - Tuple Relational Calculus and Safe Queries,0.06487775641365104,0.0,0.0
505,CS - Engineering Mathematics,Probability - Probability Generating Functions and Expectation,0.1054223297135872,0.0,0.0
506,CS - Digital Logic,Number Systems and Representations - Sign-Magnitude Arithmetic and Overflow,0.04861885724656857,0.01562520322817315,0.0
507,CS - Operating Systems,Threads - Properties of Threads,0.04582733690366641,0.0,0.0
508,CS - Engineering Mathematics,Discrete Mathematics - Graph Theory (Peterson Graph Properties),0.1054223297135872,0.01203228173147469,0.0
509,CS - Computer Organization and Architecture,Memory Hierarchy - Set-Associative Cache Address Mapping,0.07298604924561768,0.028173147468818785,0.0
510,CS - Digital Logic,Sequential Circuits - State Minimization,0.04861885724656857,0.009231776962582544,0.0
511,DA - Linear Algebra,Matrices - Orthogonal Matrices,0.004406859254495474,0.0,0.0
512,CS - Compiler Design,Syntax Analysis - Left Recursion,0.03243828900977912,0.0,0.0
513,CS - Databases,SQL - Subqueries with ALL,0.06487775641365104,0.0,0.0
514,GA - Analytical Aptitude,Puzzles - Grid Puzzle,0.017616999084000946,0.0,0.0
515,DA - Linear Algebra,Matrices - Projection Matrices,0.004406859254495474,0.0,0.0
516,CS - Databases,Concurrency Control - Two-Phase Locking (2PL) and Deadlock,0.06487775641365104,0.0,0.0
517,CS - Computer Networks,IP Addressing - Subnetting,0.048629636577785254,0.02751283932501834,0.0
518,CS - Engineering Mathematics,Calculus - Maxima and Minima,0.1054223297135872,0.0,0.0
519,CS - Algorithms,Graph Algorithms - Minimum Spanning Tree (MST) Properties,0.056817630978816445,0.0,0.0
520,CS - Algorithms,Algorithm Design Techniques - Dynamic Programming (Rod Cutting Problem),0.056817630978816445,0.0,0.0
521,CS - Algorithms,Graph Algorithms - Properties of BFS and DFS,0.056817630978816445,0.0,0.0
522,CS - Engineering Mathematics,Probability - Independence of Events,0.1054223297135872,0.0,0.0
523,CS - Engineering Mathematics,Mathematical Logic - First-Order Logic,0.1054223297135872,0.0,0.0
524,CS - Engineering Mathematics,Discrete Mathematics - Predicate Logic and Number Theory,0.1054223297135872,0.25238444607483496,0.0
525,CS - Databases,Concurrency Control - Recoverability and Cascading Aborts,0.06487775641365104,0.0,0.0
526,CS - Theory of Computation,Pushdown Automata - Deterministic Pushdown Automata,0.07299755658574755,0.0,0.0
527,CS - Computer Networks,Data Link Layer - Ethernet (CSMA/CD),0.048629636577785254,0.0,0.0
528,CS - Theory of Computation,"Context-Free Grammars and Push-Down Automata - Properties of CFLs, DCFLs, and LL(k) Grammars",0.07299755658574755,0.004615888481291272,0.0
529,CS - Programming and Data Structures,"Programming in C - Static variables, Global variables, Stacks",0.10545683565696502,0.0,0.0
530,CS - Compiler Design,Introduction to Compilers - Phases of a Compiler,0.03243828900977912,0.0,0.0
531,DA - Probability and Statistics,Probability Distributions - Binomial Distribution,0.008368046624628868,0.0,0.0
532,CS - Programming and Data Structures,Recursion - Analysis of Recursive Algorithms,0.10545683565696502,0.023881832428466622,0.0
533,CS - Theory of Computation,Context-Free Languages - Properties and Closure of CFLs,0.07299755658574755,0.0,0.0
534,CS - Programming and Data Structures,Programming in C - Pointers and Pointer Arithmetic,0.10545683565696502,0.15814817432135,0.0
